Треска чёрная (угольная рыба)	Треска чёрная (угольная рыба)	12.2	16.9	0.0	201
Тридакна (морская цикада)	Тридакна (морская цикада)	16.7	3.6	0.0	104
Трубач	Трубач	17.1	0.4	2.8	24
Тунец (стружка)	Тунец (стружка)	81.2	1.8	0.6	434
Тунец 5 морей в собственном соку	Тунец 5 морей в собственном соку	20.2	0.4		88
Тунец в растительном масле	Тунец в растительном масле	27.1	9.0		190
Тунец в собственном соку	Тунец в собственном соку	21.0	1.2	0.0	96
Тунец копченый	Тунец копченый	24.4	4.6	0.0	139
Тунец свежий	Тунец свежий	23.0	1.0	0.0	101
Тунец соленый	Тунец соленый	24.5	4.5	0.0	139
Тюлька	Тюлька	17.5	2.0	0.0	88
Тюлька соленая	Тюлька соленая	19.2	12.6	0.0	191
Тюрбо	Тюрбо	18.2	1.3	0.0	85
Угорь копчёный	Угорь копчёный	17.9	28.6		326
Угорь морской свежий	Угорь морской свежий	19.1	1.9		93
Угорь свежий	Угорь свежий	14.5	30.5		332
Удильщик	Удильщик	14.8	1.0	0.0	68
Устрицы отварные	Устрицы отварные	14.0	3.0		95
Устрицы свежие	Устрицы свежие	14.0	6.0	0.3	95
Форель	Форель	19.2	2.1	0.0	97
Форель в масле Делси	Форель в масле Делси	22.0	15.0		223
Форель консервированная	Форель консервированная	18.0	10.0	0.0	162
Форель копчёная	Форель копчёная	26.0	3.1	0.5	132
Форель морская свежая	Форель морская свежая	20.5	4.3		157
Форель отварная	Форель отварная	15.5	3.0		89
Форель радужная	Форель радужная	20.5	3.5	0.0	119
Форель слабосолёная	Форель слабосолёная	20.6	10.1		186
Форель слабосолёная жирная	Форель слабосолёная жирная	23.0	15.0		227
Фугу	Фугу	16.4	1.6	0.0	108
Хамса слабосоленая Балтийский Берег Европейский Анчоус Оливковый в масле	Хамса слабосоленая Балтийский Берег Европейский Анчоус Оливковый в масле	9.5	34.0	0.0	340
Хамса слабосоленая Балтийский Берег Европейский Анчоус с томатами в масле	Хамса слабосоленая Балтийский Берег Европейский Анчоус с томатами в масле	9.5	30.0	0.4	310
Хамса соленая	Хамса соленая	21.2	9.0		166
Хариус	Хариус	17.5	2.0	0.0	88
Хек (филе)	Хек (филе)	16.5	1.8	0.0	82
Хек жареный	Хек жареный	14.3	3.9	2.5	105
Хек отварной	Хек отварной	18.5	2.3	0.0	95
Хек свежий	Хек свежий	16.6	2.2	0.0	86
Хоки	Хоки	19.2	0.3	0.1	75
Хоккигай	Хоккигай	16.7	1.1	0.0	77
Чавыча	Чавыча	19.1	8.0	0.0	148
Чехонь	Чехонь	17.5	2.0	0.0	88
Чир (щокур)	Чир (щокур)	17.5	2.0	0.0	88
Чукучан	Чукучан	16.7	2.3	0.0	92
Шемая	Шемая	17.5	2.0	0.0	88
Шип	Шип	16.4	10.9	0.0	164
Шпротный паштет	Шпротный паштет	12.0	14.0	5.3	195
Шпроты	Шпроты	17.4	32.4	0.4	363
Щука в томатном соусе	Щука в томатном соусе	14.2	4.0	3.6	108
Щука маринованная	Щука маринованная	10.5	0.0	1.4	55
Щука отварная	Щука отварная	21.3	1.3		98
Щука припущенная	Щука припущенная	19.6	1.2		90
Щука свежая	Щука свежая	18.4	0.8		82
Щука фаршированная	Щука фаршированная	13.3	6.0	8.4	141
Юкола	Юкола	25.0	5.0	0.0	145
Ябби	Ябби	16.0	0.9	0.0	77
Язык морской	Язык морской	10.3	5.2		88
Язык морской жареный	Язык морской жареный	20.0	30.3	4.2	369
Язь свежий	Язь свежий	18.2	1.0		81
